key,en,ml
sugar_result_prediabetes_desc,Your blood sugar is higher than normal. Lifestyle changes can help prevent diabetes.,പഞ്ചസാരയുടെ അളവ് സാധാരണയേക്കാൾ കൂടുതലാണ്. ജീവിതശൈലി മാറ്റങ്ങൾ പ്രമേഹം തടയാൻ സഹായിക്കും.
sugar_result_diabetes,Diabetes Mellitus,ഡയബറ്റിസ് മെല്ലിറ്റസ്
sugar_result_diabetes_desc,Your blood sugar is in the diabetes range. Please consult a doctor for proper diagnosis.,പഞ്ചസാരയുടെ അളവ് പ്രമേഹ പരിധിയിലാണ്. കൃത്യമായ രോഗനിർണയത്തിന് ഡോക്ടറെ സമീപിക്കുക.
cancer_page_badge,Screening Tool,സ്ക്രീനിംഗ് ടൂൾ
cancer_page_title,Cancer Symptom Checker,കാൻസർ ലക്ഷണ പരിശോധന
cancer_page_subtitle,Early detection saves lives. Answer honestly — this is for your awareness.,നേരത്തെ കണ്ടെത്തൽ ജീവൻ രക്ഷിക്കുന്നു. സത്യസന്ധമായി ഉത്തരം നൽകുക — ഇത് നിങ്ങളുടെ അവബോധത്തിനാണ്.
cancer_page_gender_title,"First, tell us your gender","ആദ്യം, നിങ്ങളുടെ ലിംഗം പറയുക"
cancer_page_gender_description,This helps us ask the right questions,ശരിയായ ചോദ്യങ്ങൾ ചോദിക്കാൻ ഇത് സഹായിക്കുന്നു
cancer_page_male,Male,പുരുഷൻ
cancer_page_female,Female,സ്ത്രീ
cancer_page_check_symptoms,Check Symptoms,ലക്ഷണങ്ങൾ പരിശോധിക്കുക
cancer_page_find_facility,Find nearby health facility,അടുത്തുള്ള ആരോഗ്യ കേന്ദ്രം കണ്ടെത്തുക
cancer_page_about_title,About this screening,ഈ സ്ക്രീനിംഗിനെക്കുറിച്ച്
cancer_page_about_desc,This tool helps identify potential warning signs that may need medical attention. It is not a diagnosis. Many symptoms can have causes other than cancer. Only a healthcare professional can provide a proper diagnosis.,മെഡിക്കൽ ശ്രദ്ധ ആവശ്യമായേക്കാവുന്ന സാധ്യതയുള്ള മുന്നറിയിപ്പ് ലക്ഷണങ്ങൾ തിരിച്ചറിയാൻ ഈ ഉപകരണം സഹായിക്കുന്നു. ഇത് രോഗനിർണയമല്ല. പല ലക്ഷണങ്ങൾക്കും കാൻസർ അല്ലാത്ത കാരണങ്ങൾ ഉണ്ടാകാം. ഒരു ആരോഗ്യ പ്രൊഫഷണലിന് മാത്രമേ ശരിയായ രോഗനിർണയം നൽകാൻ കഴിയൂ.
jak_page_badge,Find JAK,JAK കണ്ടെത്തുക
jak_page_title,Find Your Janakeeya Arogya Kendram,ജനകീയ ആരോഗ്യ കേന്ദ്രം കണ്ടെത്തുക
jak_page_subtitle,Locate the nearest primary health centre in your area,അടുത്തുള്ള പ്രാഥമിക ആരോഗ്യ കേന്ദ്രം കണ്ടെത്തുക
jak_page_what_is_title,What is Janakeeya Arogya Kendram?,ജനകീയ ആരോഗ്യ കേന്ദ്രം എന്താണ്?
jak_page_what_is_desc_1,"Janakeeya Arogya Kendram (JAK) is Kerala's network of family health centres that provide comprehensive primary healthcare services to communities. These centres are the first point of contact for preventive, promotive, and curative healthcare.",ജനകീയ ആരോഗ്യ കേന്ദ്രം (JAK) എന്നത് കേരളത്തിലെ കുടുംബാരോഗ്യ കേന്ദ്രങ്ങളുടെ (Family Health Centres) ശൃംഖലയാണ്. പ്രാഥമിക ആരോഗ്യ സേവനങ്ങൾ ജനങ്ങളിലേക്ക് എത്തിക്കുന്നതിനുള്ള ആദ്യ പടിയാണിത്.
jak_page_what_is_desc_2,"JAKs operate under the National Health Mission and offer free consultations, essential medicines, diagnostic services, and referral support.","ദേശീയ ആരോഗ്യ ദൗത്യത്തിന് (NHM) കീഴിൽ പ്രവർത്തിക്കുന്ന ഇവിടെ സൗജന്യ പരിശോധന, മരുന്നുകൾ, ലാബ് സൗകര്യങ്ങൾ എന്നിവ ലഭിക്കുന്നു."
jak_page_services_title,Services Available at JAK,JAK-ൽ ലഭ്യമായ സേവനങ്ങൾ
jak_page_service_opd,General OPD,ജനറൽ OPD
jak_page_service_ncd,NCD Screening,NCD സ്ക്രീനിംഗ്
jak_page_service_medicines,Free Medicines,സൗജന്യ മരുന്നുകൾ
jak_page_service_family,Family Health,ഫാമിലി ഹെൽത്ത്
jak_page_service_lab,Lab Services,ലാബ് സേവനങ്ങൾ
jak_page_service_tele,Teleconsultation,ടെലികൺസൾട്ടേഷൻ
jak_page_search_title,Search for JAK,JAK-നായി തിരയുക
jak_page_search_desc,Find a Janakeeya Arogya Kendram near you,നിങ്ങളുടെ അടുത്തുള്ള ജനകീയ ആരോഗ്യ കേന്ദ്രം കണ്ടെത്തുക
jak_page_select_district,Select District,ജില്ല തിരഞ്ഞെടുക്കുക
jak_page_district_placeholder,Choose your district,നിങ്ങളുടെ ജില്ല തിരഞ്ഞെടുക്കുക
jak_page_search_label,Search by name or location,പേരോ സ്ഥലമോ ഉപയോഗിച്ച് തിരയുക
jak_page_search_placeholder,"e.g., Panchayat name, area...","ഉദാ: പഞ്ചായത്ത് പേര്, പ്രദേശം..."
jak_page_coming_soon_title,Coming Soon,ഉടൻ വരുന്നു
jak_page_coming_soon_desc,"We're working on adding the complete directory of Janakeeya Arogya Kendrams. In the meantime, please contact your local ASHA worker or visit the nearest government health facility for assistance.","ജനകീയ ആരോഗ്യ കേന്ദ്രങ്ങളുടെ പൂർണ്ണ ഡയറക്ടറി ചേർക്കാൻ ഞങ്ങൾ പ്രവർത്തിക്കുന്നു. ഇതിനിടയിൽ, നിങ്ങളുടെ പ്രാദേശിക ASHA വർക്കറുമായി ബന്ധപ്പെടുക അല്ലെങ്കിൽ അടുത്തുള്ള സർക്കാർ ആരോഗ്യ കേന്ദ്രം സന്ദർശിക്കുക."
jak_page_other_ways_title,Other Ways to Find Help,സഹായം കണ്ടെത്താനുള്ള മറ്റ് വഴികൾ
jak_page_helpline_title,Health Helpline,ഹെൽത്ത് ഹെൽപ്പ്‌ലൈൻ
jak_page_helpline_desc,Call 104 for health information,ആരോഗ്യ വിവരങ്ങൾക്ക് 104 വിളിക്കുക
jak_page_asha_title,Contact ASHA Worker,ASHA വർക്കറുമായി ബന്ധപ്പെടുക
jak_page_asha_desc,Your local ASHA can guide you to the nearest facility,നിങ്ങളുടെ പ്രാദേശിക ASHA അടുത്തുള്ള കേന്ദ്രത്തിലേക്ക് മാർഗ്ഗനിർദ്ദേശം നൽകും
jak_page_phc_title,Visit PHC/CHC,PHC/CHC സന്ദർശിക്കുക
jak_page_phc_desc,Go to your nearest Primary Health Centre,നിങ്ങളുടെ അടുത്തുള്ള പ്രാഥമിക ആരോഗ്യ കേന്ദ്രത്തിലേക്ക് പോകുക
jak_page_hours_title,Typical Operating Hours,സാധാരണ പ്രവർത്തന സമയം
jak_page_hours_weekdays,Monday - Saturday,തിങ്കൾ - ശനി
jak_page_hours_weekdays_time,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM
jak_page_hours_emergency,Emergency Services,എമർജൻസി സേവനങ്ങൾ
jak_page_hours_emergency_time,24/7 (at select centres),24/7 (തിരഞ്ഞെടുത്ത കേന്ദ്രങ്ങളിൽ)
jak_page_hours_weekends,Sunday & Holidays,ഞായർ & അവധി ദിനങ്ങൾ
jak_page_hours_weekends_time,Emergency only,എമർജൻസി മാത്രം
jak_page_hours_note,* Hours may vary by location. Please call ahead to confirm.,* സമയം സ്ഥലം അനുസരിച്ച് വ്യത്യാസപ്പെടാം. സ്ഥിരീകരിക്കാൻ മുൻകൂട്ടി വിളിക്കുക.
jak_page_what_to_bring_title,What to Bring,എന്ത് കൊണ്ടുവരണം
jak_page_what_to_bring_1,Aadhaar card or any government ID,ആധാർ കാർഡ് അല്ലെങ്കിൽ ഏതെങ്കിലും സർക്കാർ ID
jak_page_what_to_bring_2,UHID card (if you have one),UHID കാർഡ് (ഉണ്ടെങ്കിൽ)
jak_page_what_to_bring_3,Previous medical records (if any),മുമ്പത്തെ മെഡിക്കൽ രേഖകൾ (ഉണ്ടെങ്കിൽ)
jak_page_what_to_bring_4,List of current medications,നിലവിലെ മരുന്നുകളുടെ ലിസ്റ്റ്
jak_page_cta_title,Check your health first,ആദ്യം നിങ്ങളുടെ ആരോഗ്യം പരിശോധിക്കുക
jak_page_cta_desc,Take our quick assessment before your visit to understand your risk factors.,നിങ്ങളുടെ അപകടസാധ്യത ഘടകങ്ങൾ മനസ്സിലാക്കാൻ സന്ദർശനത്തിന് മുമ്പ് ഞങ്ങളുടെ വേഗത്തിലുള്ള വിലയിരുത്തൽ എടുക്കുക.
jak_page_cta_button,Take Health Assessment,ആരോഗ്യ വിലയിരുത്തൽ എടുക്കുക
jak_page_footer,Janakeeya Arogya Kendrams are operated by the Government of Kerala.,ജനകീയ ആരോഗ്യ കേന്ദ്രങ്ങൾ കേരള സർക്കാർ നടത്തുന്നതാണ്.
uhid_page_badge,UHID Tool,UHID ടൂൾ
uhid_page_title,Generate Your UHID,നിങ്ങളുടെ UHID സൃഷ്ടിക്കുക
uhid_page_subtitle,Your Unique Health Identifier for Kerala's digital health ecosystem,കേരളത്തിന്റെ ഡിജിറ്റൽ ആരോഗ്യ ആവാസവ്യവസ്ഥയ്ക്കായി യുണീക് ഹെൽത്ത് ഐഡന്റിഫയർ
uhid_page_what_is_title,What is UHID?,UHID എന്താണ്?
uhid_page_what_is_desc_1,UHID (Unique Health Identifier) is a unique identification number assigned to every citizen under Kerala's State Digital Health Mission. It serves as your digital health identity across all government healthcare facilities in Kerala.,കേരളത്തിലെ എല്ലാ പൗരന്മാർക്കും സംസ്ഥാന ഡിജിറ്റൽ ഹെൽത്ത് മിഷൻ നൽകുന്ന തിരിച്ചറിയൽ നമ്പറാണ് UHID. സർക്കാർ ആശുപത്രികളിൽ ചികിത്സ തേടുമ്പോൾ ഇത് ഉപയോഗിക്കാം.
uhid_page_what_is_desc_2,"With UHID, all your health records from government hospitals, PHCs, and health centers are linked together, making healthcare delivery smoother and more efficient.",UHID വഴി സർക്കാർ ആശുപത്രികളിലെയും പ്രാഥമിക ആരോഗ്യ കേന്ദ്രങ്ങളിലെയും നിങ്ങളുടെ ചികിത്സാ വിവരങ്ങൾ ഒരൊറ്റ ഐഡിയിൽ ലഭ്യമാകും.
uhid_page_benefits_title,Benefits of UHID,UHID-ന്റെ ആനുകൂല്യങ്ങൾ
uhid_page_benefit_1,Access all your medical records in one place,എല്ലാ മെഡിക്കൽ രേഖകളും ഒരിടത്ത് ആക്സസ് ചെയ്യുക
uhid_page_benefit_2,Seamless care across Kerala's government hospitals,കേരളത്തിലെ സർക്കാർ ആശുപത്രികളിലുടനീളം സുഗമമായ പരിചരണം
uhid_page_benefit_3,Secure and private health data storage,ആരോഗ്യ വിവരങ്ങൾ സുരക്ഷിതമായി സൂക്ഷിക്കാം
uhid_page_benefit_4,Easy access through mobile and web portal,"മൊബൈൽ, വെബ് പോർട്ടൽ വഴി എളുപ്പത്തിൽ ആക്സസ്"
uhid_page_benefit_5,Faster registration at healthcare facilities,ആശുപത്രികളിൽ വേഗത്തിൽ രജിസ്റ്റർ ചെയ്യാം
uhid_page_how_to_title,How to Register,എങ്ങനെ രജിസ്റ്റർ ചെയ്യാം
uhid_page_how_to_desc,You'll need your Aadhaar number linked with a mobile number,മൊബൈൽ നമ്പറുമായി ലിങ്ക് ചെയ്ത നിങ്ങളുടെ ആധാർ നമ്പർ ആവശ്യമാണ്
uhid_page_step_1,Click the button below to visit the eHealth Kerala portal,eHealth Kerala പോർട്ടൽ സന്ദർശിക്കാൻ താഴെയുള്ള ബട്ടൺ ക്ലിക്ക് ചെയ്യുക
uhid_page_step_2,Select 'Create UHID / Link Mobile Number with UHID','UHID സൃഷ്ടിക്കുക / UHID-മായി മൊബൈൽ നമ്പർ ലിങ്ക് ചെയ്യുക' തിരഞ്ഞെടുക്കുക
uhid_page_step_3,Enter your Aadhaar number,നിങ്ങളുടെ ആധാർ നമ്പർ നൽകുക
uhid_page_step_4,Verify using OTP sent to your Aadhaar-linked mobile,ആധാർ ലിങ്ക് ചെയ്ത മൊബൈലിലേക്ക് അയച്ച OTP ഉപയോഗിച്ച് സ്ഥിരീകരിക്കുക
uhid_page_step_5,Confirm your details and your UHID will be generated,"നിങ്ങളുടെ വിശദാംശങ്ങൾ സ്ഥിരീകരിക്കുക, UHID സൃഷ്ടിക്കപ്പെടും"
uhid_page_cta,Go to eHealth Kerala Portal,eHealth Kerala പോർട്ടലിലേക്ക് പോകുക
uhid_page_already_have_title,Already have a UHID?,ഇതിനകം UHID ഉണ്ടോ?
uhid_page_already_have_desc,"You can use the same portal to log in, view your health records, and manage your profile.",ലോഗിൻ ചെയ്യാനും ആരോഗ്യ രേഖകൾ കാണാനും പ്രൊഫൈൽ നിയന്ത്രിക്കാനും അതേ പോർട്ടൽ ഉപയോഗിക്കാം.
uhid_page_faq_q1,What if my mobile isn't linked with Aadhaar?,എന്റെ മൊബൈൽ ആധാറുമായി ലിങ്ക് ചെയ്തിട്ടില്ലെങ്കിൽ എന്തുചെയ്യും?
uhid_page_faq_a1,"If your mobile number is not linked with Aadhaar, you can visit the nearest government hospital reception desk to create your UHID with assistance from healthcare staff.","നിങ്ങളുടെ മൊബൈൽ നമ്പർ ആധാറുമായി ലിങ്ക് ചെയ്തിട്ടില്ലെങ്കിൽ, അടുത്തുള്ള സർക്കാർ ആശുപത്രി റിസപ്ഷൻ ഡെസ്കിൽ ആരോഗ്യ ജീവനക്കാരുടെ സഹായത്തോടെ UHID സൃഷ്ടിക്കാം."
uhid_page_faq_q2,Is my health data secure?,എന്റെ ആരോഗ്യ ഡാറ്റ സുരക്ഷിതമാണോ?
uhid_page_faq_a2,Yes. The State Digital Health Mission follows strict data protection guidelines. Your health records are encrypted and can only be accessed by authorized healthcare providers when you visit a facility.,"അതെ. സ്റ്റേറ്റ് ഡിജിറ്റൽ ഹെൽത്ത് മിഷൻ കർശനമായ ഡാറ്റ സംരക്ഷണ മാർഗ്ഗനിർദ്ദേശങ്ങൾ പാലിക്കുന്നു. നിങ്ങളുടെ ആരോഗ്യ രേഖകൾ എൻക്രിപ്റ്റ് ചെയ്തിരിക്കുന്നു, നിങ്ങൾ ഒരു കേന്ദ്രം സന്ദർശിക്കുമ്പോൾ അംഗീകൃത ആരോഗ്യ ദാതാക്കൾക്ക് മാത്രമേ ആക്സസ് ചെയ്യാൻ കഴിയൂ."
uhid_page_faq_q3,Can I use UHID at private hospitals?,സ്വകാര്യ ആശുപത്രികളിൽ UHID ഉപയോഗിക്കാമോ?
uhid_page_faq_a3,"Currently, UHID is primarily used in government healthcare facilities. However, integration with private hospitals is being expanded under the State Digital Health Mission.","നിലവിൽ, UHID പ്രധാനമായും സർക്കാർ ആരോഗ്യ കേന്ദ്രങ്ങളിൽ ഉപയോഗിക്കുന്നു. എന്നിരുന്നാലും, സ്റ്റേറ്റ് ഡിജിറ്റൽ ഹെൽത്ത് മിഷന്റെ കീഴിൽ സ്വകാര്യ ആശുപത്രികളുമായുള്ള സംയോജനം വിപുലീകരിക്കുന്നു."
uhid_page_health_check_title,Want a health check?,ആരോഗ്യ പരിശോധന വേണോ?
uhid_page_health_check_desc,Take our quick assessment for personalized risk scores and guidance.,വ്യക്തിഗത റിസ്ക് സ്കോറുകൾക്കും മാർഗ്ഗനിർദ്ദേശത്തിനും ഞങ്ങളുടെ വേഗത്തിലുള്ള വിലയിരുത്തൽ എടുക്കുക.
uhid_page_health_check_button,Take Health Assessment,ആരോഗ്യ വിലയിരുത്തൽ എടുക്കുക
uhid_page_footer,"UHID is managed by the State Digital Health Mission, Kerala.","UHID സ്റ്റേറ്റ് ഡിജിറ്റൽ ഹെൽത്ത് മിഷൻ, കേരള നിയന്ത്രിക്കുന്നു."
disclaimer_alert_title,Important,പ്രധാനം
disclaimer_alert_description,"This tool provides general risk information and is not a diagnosis. It does not provide treatment advice. If you have symptoms or concerns, consult a doctor or visit your nearest health facility.","ഈ ഉപകരണം പൊതുവായ റിസ്ക് വിവരങ്ങൾ നൽകുന്നു, രോഗനിർണയമല്ല. ലക്ഷണങ്ങളുണ്ടെങ്കിൽ ഡോക്ടറെ സമീപിക്കുക."
status_normal,Normal,സാധാരണ
status_elevated,Elevated,ഉയർന്ന
status_high,High,ഉയർന്ന
status_low,Low,കുറഞ്ഞ
status_underweight,Underweight,ഭാരക്കുറവ്
status_overweight,Overweight,ഭാരക്കൂടുതൽ
status_obese,Obese,ഒബീസ്
status_prediabetes,Pre-diabetes,പ്രീ-ഡയബറ്റിസ്
status_diabetes,Diabetes Mellitus,ഡയബറ്റിസ് മെല്ലിറ്റസ്
status_hypoglycaemia,Hypoglycaemia,ഹൈപ്പോഗ്ലൈസീമിയ
status_hypotension,Hypotension,ഹൈപ്പോടെൻഷൻ
status_stage1_hypertension,Stage 1 Hypertension,ഘട്ടം 1 ഹൈപ്പർടെൻഷൻ
status_stage2_hypertension,Stage 2 Hypertension,ഘട്ടം 2 ഹൈപ്പർടെൻഷൻ
status_hypertensive_crisis,Hypertensive Crisis,ഹൈപ്പർടെൻസീവ് ക്രൈസിസ്
legacy_title,"Health as a Right, Happiness as a Commitment.","ആരോഗ്യം ആനന്ദം - ആരോഗ്യം അവകാശം, ആനന്ദം നമ്മുടെ വാഗ്ദാനം."
legacy_quote,Health is not a privilege—it is a fundamental right. Arogyam Anandam reflects our collective resolve to ensure that quality healthcare and wellbeing reach every household across Kerala.,ആരോഗ്യം ഒരു ആനുകൂല്യമല്ല - അത് ഓരോ പൗരന്റെയും അടിസ്ഥാന അവകാശമാണ്. ഗുണമേന്മയുള്ള ആരോഗ്യപരിചരണവും സംരക്ഷണവും സമഗ്രമായ ക്ഷേമവും കേരളത്തിലെ ഓരോ വീടുകളിലും എത്തിക്കണമെന്ന നമ്മുടെ കൂട്ടായ ദൃഢനിശ്ചയത്തിന്റെ പ്രതിഫലനമാണ് ആരോഗ്യം ആനന്ദം.
legacy_author,"Shri. Pinarayi Vijayan, Hon'ble Chief Minister of Kerala","ശ്രീ. പിണറായി വിജയൻ, ബഹുമാനപ്പെട്ട കേരള മുഖ്യമന്ത്രി"
health_minister_title,Ensuring Health and Well-being,ആരോഗ്യ - ക്ഷേമം ഉറപ്പ്.
health_minister_quote,"The Government is firmly committed to taking the vision of “Health is Happiness” beyond treatment alone and bringing holistic wellbeing encompassing prevention, care, rehabilitation, and mental health, to every household across Kerala.","“ആരോഗ്യം ആനന്ദം” എന്ന ദർശനം ചികിത്സയിലൊതുങ്ങാതെ, പ്രതിരോധം, പരിചരണം, പുനരധിവാസം, മാനസികാരോഗ്യം ഉൾപ്പെടെയുള്ള സമഗ്ര ക്ഷേമം കേരളത്തിലെ ഓരോ വീട്ടിലേക്കും എത്തിക്കാനുള്ള സർക്കാരിന്റെ ദൃഢപ്രതിജ്ഞയാണ്."
health_minister_author,"Smt. Veena George, Minister for Health, Woman and Child Development","ശ്രീമതി വീണ ജോർജ്, ആരോഗ്യ, വനിതാ ശിശു വികസന മന്ത്രി"
